Time (Sec);S41;S42;S43;S44;S1;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S3;S30;S31;S32;S33;S34;S35;S36;S37;S38;S39;S4;S40;S5;S6;S7;S8;S9;
8100.384542794441;35640.0;35640.0;35640.0;35640.0;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;
8160.0;35640.0;35640.0;35640.0;35640.0;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;
8400.0;35640.0;35640.0;35640.0;35640.0;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;35639.80933119991;
8400.0;35640.0;35640.0;35640.0;35640.0;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;
8400.38454279444;35640.0;35640.0;35640.0;35640.0;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;
8700.0;35640.0;35640.0;35640.0;35640.0;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;35639.80252159991;
8700.0;35640.0;35640.0;35640.0;35640.0;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;
8700.38454279444;35640.0;35640.0;35640.0;35640.0;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;
9000.0;35640.0;35640.0;35640.0;35640.0;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;35639.795711999905;
9000.0;35640.0;35640.0;35640.0;35640.0;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;
9000.38454279444;35640.0;35640.0;35640.0;35640.0;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;
9180.0;35640.0;35640.0;35640.0;35640.0;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;
9300.0;35640.0;35640.0;35640.0;35640.0;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;35639.7889023999;
9300.0;35640.0;35640.0;35640.0;35640.0;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;
9300.38454279444;35640.0;35640.0;35640.0;35640.0;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;
9600.0;35640.0;35640.0;35640.0;35640.0;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;35639.7820927999;
9600.0;35640.0;35640.0;35640.0;35640.0;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;
9600.38454279444;35640.0;35640.0;35640.0;35640.0;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;
9900.0;35640.0;35640.0;35640.0;35640.0;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;35639.775283199895;
9900.0;35640.0;35640.0;35640.0;35640.0;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;
9900.38454279444;35640.0;35640.0;35640.0;35640.0;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;
10200.0;35640.0;35640.0;35640.0;35640.0;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;35639.76847359989;
10200.0;35640.0;35640.0;35640.0;35640.0;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;
10200.38454279444;35640.0;35640.0;35640.0;35640.0;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;
10260.0;35640.0;35640.0;35640.0;35640.0;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;
10500.0;35640.0;35640.0;35640.0;35640.0;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;35639.76166399989;
10500.0;35640.0;35640.0;35640.0;35640.0;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;
10500.38454279444;35640.0;35640.0;35640.0;35640.0;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;
10800.0;35640.0;35640.0;35640.0;35640.0;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;35639.754854399886;
10800.0;35640.0;35640.0;35640.0;35640.0;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;
10800.38454279444;35640.0;35640.0;35640.0;35640.0;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;
11100.0;35640.0;35640.0;35640.0;35640.0;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;35639.74804479988;
11100.0;35640.0;35640.0;35640.0;35640.0;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;
11100.38454279444;35640.0;35640.0;35640.0;35640.0;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;
11400.0;35640.0;35640.0;35640.0;35640.0;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;35639.74123519988;
11400.0;35640.0;35640.0;35640.0;35640.0;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;
11400.0;35640.0;35640.0;35640.0;35640.0;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;
11400.38454279444;35640.0;35640.0;35640.0;35640.0;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;
11700.0;35640.0;35640.0;35640.0;35640.0;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;35639.734425599876;
