Time (Sec);S51;S52;S53;S54;S55;S1;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S2;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S3;S30;S31;S32;S33;S34;S35;S36;S37;S38;S39;S4;S40;S41;S42;S43;S44;S45;S46;S47;S48;S49;S5;S50;S6;S7;S8;S9;
0.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;35640.0;
60.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;
180.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;
300.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;35639.9931904;
300.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;
300.3845427944404;35640.0;35640.0;35640.0;35640.0;35640.0;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;
360.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;
600.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;35639.986380799994;
600.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;
600.3845427944403;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;
601.3845427944403;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;
900.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;35639.97957119999;
900.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;
900.3845427944403;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;
901.3845427944403;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;
902.3845427944403;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;
1200.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;35639.97276159999;
1200.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;
1200.3845427944404;35640.0;35640.0;35640.0;35640.0;35640.0;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;
1201.3845427944404;35640.0;35640.0;35640.0;35640.0;35640.0;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;
1202.3845427944404;35640.0;35640.0;35640.0;35640.0;35640.0;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;
1260.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;
1500.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;35639.965951999984;
1500.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;
1500.3845427944404;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;
1501.3845427944404;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;
1680.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;
1800.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;35639.95914239998;
1800.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;
1800.3845427944404;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;
1801.3845427944404;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;
2100.0;35640.0;35640.0;35640.0;35640.0;35640.0;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;35639.95233279998;
